age,age_group,gender,item_purchased,category,purchase_amount_(usd),location,colour,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
42,Gen X Early,Female,Boots,Footwear,70,New Hampshire,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34,Venmo,Monthly
27,Millennials,Female,Sandals,Footwear,22,Kansas,Violet,Fall,5.0,No,Standard,No,No,5,Debit Card,Bi-Weekly
69,Seniors,Female,Gloves,Accessories,59,New Jersey,Beige,Spring,3.8,No,Standard,No,No,15,Cash,Bi-Weekly
67,Seniors,Female,Backpack,Accessories,22,North Carolina,Blue,Spring,3.4,No,Next Day Air,No,No,26,Bank Transfer,Weekly
41,Gen X Early,Female,Handbag,Accessories,74,West Virginia,Orange,Winter,3.8,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
46,Gen X Late,Female,Sweater,Clothing,71,Kentucky,Maroon,Spring,3.2,No,Express,No,No,42,Credit Card,Quarterly
47,Gen X Late,Female,Coat,Outerwear,80,California,Charcoal,Summer,4.7,No,Store Pickup,No,No,1,Venmo,Monthly
33,Millennials,Female,T-shirt,Clothing,59,South Dakota,Olive,Fall,4.5,No,Express,No,No,20,PayPal,Every 3 Months
51,Gen X Late,Female,Backpack,Accessories,96,California,Green,Fall,3.3,No,Standard,No,No,39,PayPal,Monthly
26,Millennials,Female,Sunglasses,Accessories,43,Connecticut,Brown,Winter,3.9,No,Store Pickup,No,No,24,Credit Card,Bi-Weekly
22,Gen Z,Female,Belt,Accessories,76,Idaho,Cyan,Winter,3.6,No,Express,No,No,49,Bank Transfer,Quarterly
49,Gen X Late,Female,Jacket,Outerwear,59,North Dakota,Beige,Fall,2.8,No,Store Pickup,No,No,7,Venmo,Bi-Weekly
58,Pre-Retirement,Female,Skirt,Clothing,48,Michigan,Teal,Summer,4.3,No,Free Shipping,No,No,13,Venmo,Every 3 Months
70,Seniors,Female,Belt,Accessories,22,Missouri,Gray,Spring,3.5,No,Free Shipping,No,No,2,Cash,Weekly
32,Millennials,Female,Boots,Footwear,40,California,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,Weekly
62,Pre-Retirement,Female,Jeans,Clothing,73,Delaware,Magenta,Spring,4.6,No,Express,No,No,17,Debit Card,Quarterly
52,Gen X Late,Female,Shoes,Footwear,26,Alabama,Red,Fall,2.6,No,Free Shipping,No,No,43,PayPal,Bi-Weekly
23,Gen Z,Female,Sweater,Clothing,41,New Hampshire,Turquoise,Spring,3.4,No,Next Day Air,No,No,6,PayPal,Monthly
26,Millennials,Female,Jewelry,Accessories,98,New York,Peach,Spring,3.1,No,Standard,No,No,46,PayPal,Quarterly
58,Pre-Retirement,Female,Shirt,Clothing,63,Oregon,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,Bi-Weekly
26,Millennials,Female,Boots,Footwear,55,Massachusetts,Maroon,Winter,4.2,No,Next Day Air,No,No,34,Debit Card,Bi-Weekly
54,Gen X Late,Female,Shorts,Clothing,90,Utah,Beige,Winter,3.6,No,Standard,No,No,21,PayPal,Every 3 Months
66,Seniors,Female,Handbag,Accessories,46,New Hampshire,Blue,Summer,3.6,No,Express,No,No,13,Venmo,Bi-Weekly
60,Pre-Retirement,Female,Sweater,Clothing,88,Illinois,Red,Spring,3.0,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly
32,Millennials,Female,Belt,Accessories,95,Alaska,Blue,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly
48,Gen X Late,Female,Belt,Accessories,31,Wyoming,Maroon,Fall,4.0,No,Store Pickup,No,No,4,Bank Transfer,Annually
69,Seniors,Female,Hoodie,Clothing,42,Colorado,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly
64,Pre-Retirement,Female,Sneakers,Footwear,44,Vermont,Pink,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,Weekly
56,Pre-Retirement,Female,T-shirt,Clothing,99,Utah,Maroon,Spring,4.0,No,Next Day Air,No,No,20,Bank Transfer,Annually
22,Gen Z,Female,Pants,Clothing,20,Illinois,Purple,Summer,3.5,No,Store Pickup,No,No,28,PayPal,Quarterly
46,Gen X Late,Female,Scarf,Accessories,37,Idaho,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly
24,Gen Z,Female,Sweater,Clothing,50,Nevada,Gray,Winter,2.8,No,Store Pickup,No,No,10,Venmo,Every 3 Months
47,Gen X Late,Female,Handbag,Accessories,73,Utah,Lavender,Summer,3.5,No,Next Day Air,No,No,26,Venmo,Every 3 Months
62,Pre-Retirement,Female,Shirt,Clothing,84,North Carolina,Charcoal,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,Monthly
34,Millennials,Female,Dress,Clothing,64,Arkansas,Teal,Spring,3.3,No,Store Pickup,No,No,35,Bank Transfer,Quarterly
50,Gen X Late,Female,Sandals,Footwear,21,North Carolina,Blue,Fall,4.6,No,Free Shipping,No,No,23,Cash,Bi-Weekly
29,Millennials,Female,Shirt,Clothing,36,Texas,Peach,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,Quarterly
68,Seniors,Female,Dress,Clothing,81,Nevada,Orange,Winter,3.4,No,2-Day Shipping,No,No,46,Credit Card,Annually
52,Gen X Late,Female,Sunglasses,Accessories,54,Utah,Silver,Fall,3.5,No,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly
29,Millennials,Female,Socks,Clothing,63,Pennsylvania,Red,Summer,4.8,No,Store Pickup,No,No,17,Cash,Every 3 Months
22,Gen Z,Female,Sandals,Footwear,59,Georgia,Gray,Summer,2.7,No,Store Pickup,No,No,9,Cash,Weekly
62,Pre-Retirement,Female,Hat,Accessories,53,Minnesota,Beige,Fall,3.4,No,Standard,No,No,13,Venmo,Bi-Weekly
69,Seniors,Female,Shirt,Clothing,63,Kansas,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly
48,Gen X Late,Female,Shoes,Footwear,33,Delaware,Silver,Fall,3.7,No,Free Shipping,No,No,39,Bank Transfer,Quarterly
66,Seniors,Female,Pants,Clothing,64,New Mexico,Cyan,Summer,3.3,No,Next Day Air,No,No,50,Bank Transfer,Quarterly
42,Gen X Early,Female,Shirt,Clothing,98,Michigan,Maroon,Fall,2.9,No,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly
50,Gen X Late,Female,Hat,Accessories,85,Vermont,Purple,Winter,3.9,No,Express,No,No,3,Bank Transfer,Weekly
32,Millennials,Female,Jewelry,Accessories,82,Idaho,Brown,Summer,2.7,No,Express,No,No,9,PayPal,Bi-Weekly
51,Gen X Late,Female,Jacket,Outerwear,85,South Dakota,Green,Summer,4.3,No,Standard,No,No,29,Cash,Bi-Weekly
27,Millennials,Female,Shirt,Clothing,37,Illinois,Peach,Winter,3.0,No,2-Day Shipping,No,No,42,Bank Transfer,Weekly
43,Gen X Early,Female,Pants,Clothing,56,Georgia,Turquoise,Summer,5.0,No,2-Day Shipping,No,No,41,Debit Card,Bi-Weekly
48,Gen X Late,Female,Skirt,Clothing,33,Oregon,Olive,Fall,2.7,No,Express,No,No,17,Debit Card,Monthly
62,Pre-Retirement,Female,Sandals,Footwear,57,Alabama,Yellow,Winter,4.7,No,Next Day Air,No,No,20,PayPal,Annually
65,Seniors,Female,Blouse,Clothing,31,Hawaii,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly
50,Gen X Late,Female,Socks,Clothing,69,Oregon,Purple,Fall,3.2,No,2-Day Shipping,No,No,7,PayPal,Monthly
60,Pre-Retirement,Female,Jacket,Outerwear,92,Illinois,Gray,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,Bi-Weekly
19,Gen Z,Female,Handbag,Accessories,46,Texas,Lavender,Fall,4.6,No,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly
21,Gen Z,Female,Belt,Accessories,81,Kansas,Indigo,Spring,4.9,No,Free Shipping,No,No,25,Debit Card,Quarterly
19,Gen Z,Female,Blouse,Clothing,97,Texas,Green,Fall,3.8,No,Express,No,No,26,Venmo,Annually
46,Gen X Late,Female,Shirt,Clothing,93,Nebraska,Green,Summer,2.6,No,Express,No,No,2,Debit Card,Weekly
21,Gen Z,Female,Handbag,Accessories,56,Arkansas,Olive,Spring,4.7,No,Store Pickup,No,No,45,Venmo,Bi-Weekly
26,Millennials,Female,Scarf,Accessories,53,South Dakota,Charcoal,Fall,4.1,No,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly
50,Gen X Late,Female,Coat,Outerwear,66,Montana,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly
43,Gen X Early,Female,Hoodie,Clothing,50,Florida,Olive,Fall,3.0,No,Free Shipping,No,No,4,PayPal,Bi-Weekly
61,Pre-Retirement,Female,Shorts,Clothing,97,Virginia,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly
63,Pre-Retirement,Female,Sandals,Footwear,79,Louisiana,Silver,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
46,Gen X Late,Female,Shirt,Clothing,76,Louisiana,Magenta,Fall,4.0,No,Store Pickup,No,No,32,Debit Card,Bi-Weekly
63,Pre-Retirement,Female,Hoodie,Clothing,38,Louisiana,Black,Fall,2.6,No,Standard,No,No,16,Venmo,Weekly
23,Gen Z,Female,Socks,Clothing,45,Georgia,Pink,Fall,3.0,No,Express,No,No,34,Credit Card,Bi-Weekly
57,Pre-Retirement,Female,Handbag,Accessories,77,Iowa,Red,Fall,3.3,No,Next Day Air,No,No,40,Venmo,Bi-Weekly
57,Pre-Retirement,Female,Jewelry,Accessories,51,California,Peach,Summer,3.4,No,Standard,No,No,4,Cash,Every 3 Months
33,Millennials,Female,Coat,Outerwear,26,Oregon,Lavender,Spring,4.0,No,Standard,No,No,3,Cash,Quarterly
57,Pre-Retirement,Female,Sunglasses,Accessories,76,Maine,Lavender,Winter,2.6,No,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly
55,Pre-Retirement,Female,Gloves,Accessories,94,Louisiana,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Every 3 Months
65,Seniors,Female,Jacket,Outerwear,32,Arkansas,Indigo,Fall,4.4,No,Standard,No,No,20,Cash,Annually
60,Pre-Retirement,Female,Sandals,Footwear,20,Maryland,Cyan,Summer,4.7,No,Express,No,No,40,Venmo,Every 3 Months
52,Gen X Late,Female,Pants,Clothing,20,Vermont,Yellow,Summer,4.5,No,Store Pickup,No,No,34,Venmo,Every 3 Months
34,Millennials,Female,Jacket,Outerwear,59,North Dakota,Peach,Fall,2.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
33,Millennials,Female,Sweater,Clothing,97,Michigan,Yellow,Summer,4.2,No,Express,No,No,26,Cash,Quarterly
58,Pre-Retirement,Female,T-shirt,Clothing,68,Arkansas,Orange,Spring,4.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly
35,Gen X Early,Female,Boots,Footwear,66,Kentucky,Gray,Spring,4.4,No,Store Pickup,No,No,47,Bank Transfer,Weekly
68,Seniors,Female,Shoes,Footwear,85,Indiana,Yellow,Spring,4.7,No,Free Shipping,No,No,48,Venmo,Bi-Weekly
58,Pre-Retirement,Female,Skirt,Clothing,32,Minnesota,Gray,Fall,3.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly
34,Millennials,Female,Coat,Outerwear,44,Louisiana,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly
47,Gen X Late,Female,Blouse,Clothing,95,Kentucky,Gray,Fall,4.6,No,Next Day Air,No,No,40,Cash,Every 3 Months
35,Gen X Early,Female,Sunglasses,Accessories,85,Georgia,Olive,Winter,4.4,No,Next Day Air,No,No,4,Venmo,Weekly
34,Millennials,Female,Gloves,Accessories,44,Alaska,Peach,Summer,4.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
36,Gen X Early,Female,Sunglasses,Accessories,30,Mississippi,Peach,Winter,4.9,No,Express,No,No,47,Credit Card,Bi-Weekly
23,Gen Z,Female,Sneakers,Footwear,21,Kansas,Magenta,Winter,4.0,No,2-Day Shipping,No,No,1,Venmo,Quarterly
68,Seniors,Female,Hoodie,Clothing,22,Arizona,Purple,Summer,2.9,No,Store Pickup,No,No,26,Cash,Quarterly
23,Gen Z,Female,Boots,Footwear,70,Maine,Beige,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,Quarterly
57,Pre-Retirement,Female,Handbag,Accessories,29,Texas,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,Bi-Weekly
21,Gen Z,Female,Shirt,Clothing,83,Virginia,Yellow,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Annually
45,Gen X Late,Female,Sweater,Clothing,99,North Dakota,Pink,Winter,4.3,No,Express,No,No,21,Credit Card,Weekly
37,Gen X Early,Female,Shorts,Clothing,35,West Virginia,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,Weekly
18,Gen Z,Female,Belt,Accessories,40,North Carolina,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually
55,Pre-Retirement,Female,Blouse,Clothing,25,Georgia,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly
52,Gen X Late,Female,T-shirt,Clothing,64,New Mexico,Orange,Fall,3.1,No,2-Day Shipping,No,No,47,Bank Transfer,Quarterly
49,Gen X Late,Female,Belt,Accessories,90,North Carolina,Red,Fall,3.1,No,Store Pickup,No,No,17,PayPal,Monthly
56,Pre-Retirement,Female,Socks,Clothing,88,Alabama,Red,Fall,3.1,No,Next Day Air,No,No,46,Venmo,Bi-Weekly
27,Millennials,Female,Belt,Accessories,55,Connecticut,Gold,Winter,4.4,No,Standard,No,No,32,Cash,Quarterly
22,Gen Z,Female,Handbag,Accessories,90,Montana,Brown,Fall,4.3,No,Free Shipping,No,No,34,Cash,Annually
18,Gen Z,Female,Shirt,Clothing,50,Montana,Black,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,Monthly
21,Gen Z,Female,Belt,Accessories,34,Maine,Red,Fall,3.1,No,Store Pickup,No,No,5,Debit Card,Bi-Weekly
30,Millennials,Female,Jewelry,Accessories,77,Mississippi,Gray,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,Monthly
62,Pre-Retirement,Female,Hat,Accessories,89,Louisiana,Pink,Winter,2.9,No,Store Pickup,No,No,4,Bank Transfer,Quarterly
28,Millennials,Female,Backpack,Accessories,87,Nebraska,Turquoise,Fall,3.8,No,Next Day Air,No,No,37,Cash,Bi-Weekly
66,Seniors,Female,Dress,Clothing,77,Massachusetts,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43,Cash,Monthly
66,Seniors,Female,Shoes,Footwear,85,Wisconsin,Blue,Winter,3.9,No,Standard,No,No,28,Bank Transfer,Quarterly
49,Gen X Late,Female,Pants,Clothing,66,Nebraska,Turquoise,Summer,2.8,No,Express,No,No,36,Cash,Monthly
40,Gen X Early,Female,Dress,Clothing,32,Arizona,Silver,Winter,2.6,No,Standard,No,No,16,Credit Card,Annually
49,Gen X Late,Female,Jacket,Outerwear,92,Hawaii,Lavender,Spring,3.0,No,Store Pickup,No,No,38,Bank Transfer,Every 3 Months
19,Gen Z,Female,Shirt,Clothing,80,Georgia,Gold,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,Bi-Weekly
24,Gen Z,Female,Dress,Clothing,78,Oregon,Blue,Fall,2.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly
31,Millennials,Female,Jeans,Clothing,24,Montana,Orange,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,Bi-Weekly
35,Gen X Early,Female,T-shirt,Clothing,59,Georgia,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,Weekly
65,Seniors,Female,Sunglasses,Accessories,41,Rhode Island,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Bi-Weekly
68,Seniors,Female,Jewelry,Accessories,26,Tennessee,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly
57,Pre-Retirement,Female,Socks,Clothing,52,Missouri,Olive,Fall,3.7,No,Standard,No,No,30,Debit Card,Bi-Weekly
69,Seniors,Female,Skirt,Clothing,46,Washington,Teal,Summer,4.9,No,Next Day Air,No,No,32,PayPal,Bi-Weekly
45,Gen X Late,Female,Pants,Clothing,52,Oklahoma,Orange,Winter,3.8,No,Store Pickup,No,No,35,PayPal,Monthly
35,Gen X Early,Female,Socks,Clothing,42,Connecticut,Maroon,Fall,3.4,No,Store Pickup,No,No,26,Debit Card,Every 3 Months
36,Gen X Early,Female,Sandals,Footwear,37,Arkansas,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly
55,Pre-Retirement,Female,Belt,Accessories,52,Missouri,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,Monthly
66,Seniors,Female,Sandals,Footwear,34,Washington,Beige,Spring,2.7,No,Free Shipping,No,No,28,Credit Card,Annually
57,Pre-Retirement,Female,Shorts,Clothing,88,Idaho,Olive,Spring,4.3,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly
18,Gen Z,Female,Handbag,Accessories,88,Montana,Turquoise,Fall,3.8,No,Standard,No,No,46,PayPal,Weekly
31,Millennials,Female,Jacket,Outerwear,51,Montana,Charcoal,Summer,4.4,No,Free Shipping,No,No,27,PayPal,Every 3 Months
50,Gen X Late,Female,Sunglasses,Accessories,97,Georgia,Green,Fall,3.6,No,Free Shipping,No,No,4,Credit Card,Annually
50,Gen X Late,Female,Sneakers,Footwear,56,Mississippi,Green,Winter,3.5,No,Standard,No,No,14,Cash,Every 3 Months
61,Pre-Retirement,Female,Sweater,Clothing,53,Hawaii,Green,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,Quarterly
52,Gen X Late,Female,Skirt,Clothing,71,Ohio,Gold,Fall,4.7,No,Express,No,No,6,PayPal,Annually
38,Gen X Early,Female,Jewelry,Accessories,93,Virginia,Cyan,Winter,4.8,No,Store Pickup,No,No,43,Venmo,Annually
67,Seniors,Female,Blouse,Clothing,72,Texas,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly
42,Gen X Early,Female,Blouse,Clothing,59,Vermont,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly
25,Millennials,Female,Boots,Footwear,87,Kansas,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly
41,Gen X Early,Female,Jeans,Clothing,78,California,Purple,Fall,3.4,No,Free Shipping,No,No,5,Credit Card,Bi-Weekly
62,Pre-Retirement,Female,Hoodie,Clothing,68,Mississippi,Maroon,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,Every 3 Months
19,Gen Z,Female,Sweater,Clothing,76,Iowa,Maroon,Fall,3.0,No,Free Shipping,No,No,20,Cash,Bi-Weekly
63,Pre-Retirement,Female,Gloves,Accessories,99,Virginia,Teal,Winter,4.0,No,Express,No,No,35,Credit Card,Bi-Weekly
43,Gen X Early,Female,Sneakers,Footwear,52,Maryland,Gold,Summer,4.6,No,Standard,No,No,10,Credit Card,Bi-Weekly
68,Seniors,Female,Sunglasses,Accessories,58,Missouri,Red,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,Quarterly
24,Gen Z,Female,Belt,Accessories,59,Wisconsin,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,Bi-Weekly
27,Millennials,Female,Sweater,Clothing,71,Maine,Teal,Spring,3.2,No,Free Shipping,No,No,29,Credit Card,Every 3 Months
61,Pre-Retirement,Female,Gloves,Accessories,94,Pennsylvania,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly
59,Pre-Retirement,Female,Handbag,Accessories,40,Maine,Pink,Winter,4.2,No,Express,No,No,16,PayPal,Monthly
67,Seniors,Female,Socks,Clothing,24,Missouri,Black,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly
46,Gen X Late,Female,Pants,Clothing,38,Vermont,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34,Cash,Monthly
65,Seniors,Female,Scarf,Accessories,37,Wisconsin,Green,Fall,4.5,No,Standard,No,No,38,Venmo,Annually
63,Pre-Retirement,Female,Coat,Outerwear,29,New Jersey,Teal,Spring,4.1,No,Express,No,No,14,Venmo,Annually
57,Pre-Retirement,Female,Jacket,Outerwear,92,New Mexico,Lavender,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly
40,Gen X Early,Female,Hoodie,Clothing,24,Colorado,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
36,Gen X Early,Female,Boots,Footwear,52,California,Brown,Winter,3.0,No,Free Shipping,No,No,49,PayPal,Monthly
67,Seniors,Female,Socks,Clothing,29,Arizona,Beige,Summer,2.7,No,Next Day Air,No,No,14,PayPal,Annually
61,Pre-Retirement,Female,Jewelry,Accessories,30,Indiana,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly
64,Pre-Retirement,Female,Shoes,Footwear,31,Arkansas,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card,Annually
30,Millennials,Female,Socks,Clothing,67,Nevada,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly
53,Gen X Late,Female,Pants,Clothing,65,Rhode Island,Turquoise,Winter,4.9,No,Standard,No,No,12,Cash,Monthly
27,Millennials,Female,Sneakers,Footwear,22,Wyoming,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly
27,Millennials,Female,Sunglasses,Accessories,56,Texas,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly
53,Gen X Late,Female,Skirt,Clothing,78,Washington,Yellow,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,Annually
34,Millennials,Female,Coat,Outerwear,90,Rhode Island,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months
39,Gen X Early,Female,Hoodie,Clothing,85,Illinois,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
44,Gen X Early,Female,Sunglasses,Accessories,58,Oregon,Silver,Fall,3.4,No,Express,No,No,46,Venmo,Weekly
37,Gen X Early,Female,Skirt,Clothing,34,Florida,Teal,Fall,3.9,No,Express,No,No,49,PayPal,Monthly
57,Pre-Retirement,Female,Coat,Outerwear,40,Kansas,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly
38,Gen X Early,Female,Handbag,Accessories,29,North Dakota,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly
21,Gen Z,Female,T-shirt,Clothing,76,New Hampshire,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,Annually
45,Gen X Late,Female,Sunglasses,Accessories,84,Texas,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly
68,Seniors,Female,Shirt,Clothing,65,Montana,Gray,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly
37,Gen X Early,Female,Hoodie,Clothing,80,Delaware,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly
53,Gen X Late,Female,Blouse,Clothing,98,New Hampshire,Pink,Fall,3.0,No,Store Pickup,No,No,31,Credit Card,Weekly
57,Pre-Retirement,Female,Sneakers,Footwear,71,Minnesota,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Bi-Weekly
28,Millennials,Female,Scarf,Accessories,69,Alaska,White,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly
37,Gen X Early,Female,Jewelry,Accessories,95,Connecticut,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually
54,Gen X Late,Female,Pants,Clothing,67,Connecticut,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly
49,Gen X Late,Female,Sneakers,Footwear,49,Kansas,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually
62,Pre-Retirement,Female,Shoes,Footwear,97,Nevada,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually
45,Gen X Late,Female,T-shirt,Clothing,34,Massachusetts,White,Spring,4.0,No,Next Day Air,No,No,19,Bank Transfer,Monthly
45,Gen X Late,Female,Belt,Accessories,74,Indiana,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly
49,Gen X Late,Female,Jewelry,Accessories,96,Washington,Black,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly
27,Millennials,Female,Belt,Accessories,68,Kansas,Green,Summer,4.0,No,Free Shipping,No,No,18,Venmo,Monthly
63,Pre-Retirement,Female,Belt,Accessories,84,South Carolina,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly
61,Pre-Retirement,Female,T-shirt,Clothing,57,Vermont,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly
25,Millennials,Female,Sneakers,Footwear,84,Wyoming,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly
33,Millennials,Female,Sunglasses,Accessories,32,Colorado,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly
56,Pre-Retirement,Female,Sandals,Footwear,37,West Virginia,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly
50,Gen X Late,Female,Handbag,Accessories,58,Connecticut,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly
45,Gen X Late,Female,Socks,Clothing,74,Oregon,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly
45,Gen X Late,Female,Hoodie,Clothing,99,Idaho,Black,Summer,5.0,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
65,Seniors,Female,Sweater,Clothing,81,Arkansas,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually
63,Pre-Retirement,Female,Pants,Clothing,76,Kansas,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly
70,Seniors,Female,Sneakers,Footwear,98,Michigan,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly
53,Gen X Late,Female,Gloves,Accessories,91,Arkansas,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Bi-Weekly
22,Gen Z,Female,T-shirt,Clothing,79,Pennsylvania,Teal,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly
26,Millennials,Female,Backpack,Accessories,83,Virginia,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly
23,Gen Z,Female,Coat,Outerwear,90,Minnesota,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly
25,Millennials,Female,Coat,Outerwear,20,Nevada,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly
69,Seniors,Female,Sandals,Footwear,21,Montana,Brown,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Bi-Weekly
36,Gen X Early,Female,Backpack,Accessories,60,Nebraska,Brown,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Bi-Weekly
21,Gen Z,Female,Sweater,Clothing,31,Indiana,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
57,Pre-Retirement,Female,Shorts,Clothing,40,New Jersey,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
60,Pre-Retirement,Female,Sunglasses,Accessories,26,Wisconsin,Teal,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months
44,Gen X Early,Female,Shirt,Clothing,98,Minnesota,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months
31,Millennials,Female,Shoes,Footwear,51,New Jersey,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
